SKU编码,SKU名称,站点,平台,ABCD类,分层,混合水平月销量,系统预测月销量,实际月销量,偏差数量,偏差率,绝对偏差率APE
DJ504397_1,"EU KM 板式鞋柜 100m双排4门2抽鞋柜  单包 颜色->白色,麻面白",ALL,AMAZON,C,T4B,45.53,21.86,38,-16.15,-0.4249,0.4249
DJ504477_2,US 床T-B737F拱形中间翻门水晶扣围栏含插盘灯带137*190 颜色白铁+米白绒布+白板+白脚,ALL,UNKNOWN,C,T4B,16.95,8.62,38,-29.38,-0.7730,0.7730
DJ505016_1,"US UA DK-XZ02 板式梯形腿假厚桌面行政桌 一件一箱 颜色->黑色,山纹黑",ALL,AMAZON,C,T4B,40.78,16.64,38,-21.36,-0.5622,0.5622
DJ505017_1,US SD 1.5米圆弧竖条形电脑桌 一件一箱 颜色原木色7625手抓纹+82039-162,ALL,UNKNOWN,C,T4B,3.76,1.81,38,-36.19,-0.9524,0.9524
DJ505048_5,"EU KM BF GY01 靠背储物液压床 双箱 尺码>XXL,160*200;颜色>白色,PU-白",ALL,AMAZON,C,T4B,20.93,10.65,38,-27.35,-0.7197,0.7197
DJ505048_8,"EU KM BF GY01 靠背储物液压床 双包 尺码>XXXL,180*200;颜色>灰色,亚麻灰",ALL,UNKNOWN,C,T4B,42.14,22.65,38,-15.35,-0.4038,0.4038
DJ505083_1,"EU KM BF-TG01基础款铁木拐角床 单箱 尺码>M,90*200;颜色>黑色,亚麻灰+山纹黑",ALL,UNKNOWN,C,T4B,22.38,12.03,38,-25.97,-0.6834,0.6834
DJ505205_1,US DC 高架床 LB-X  AF 七抽L桌款 T尺寸 一件两箱 颜色->黑色,ALL,WALMART,B,T4B,18.41,8.84,38,-29.16,-0.7674,0.7674
DJ505235_1,US VD 高架床 上下铺 办公桌 书架 T 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,40.93,16.70,38,-21.30,-0.5605,0.5605
DJ505296_1,US UA 大款门厅架带全身镜侧边储物柜 一件两箱 颜色->白色,ALL,AMAZON,C,T4A,63.91,29.65,38,-8.35,-0.2196,0.2196
DJ505347_3,US 1.1变1.5米圆形带层架餐桌椅套装 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,25.79,13.86,38,-24.14,-0.6352,0.6352
DJ505438_1,US DC 现代农舍 BFMH-01床下六抽屉 Q 白色 一件两箱,ALL,AMAZON,C,T4B,4.43,2.13,38,-35.87,-0.9440,0.9440
DJ505588_2,EU AG JYH210 棉麻软包气杆床 靠背2档调节 双灯带 180*200cm 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,16.16,7.76,38,-30.24,-0.7958,0.7958
DJ505756_1,US AG 大款玻璃桌面 铁木3抽2门书桌 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,5.76,2.76,38,-35.24,-0.9273,0.9273
DJ505845_2,"US ER BF-TM05 美国6抽儿童床造型款一件一箱 颜色->#3,粉色",ALL,AMAZON,C,T4B,8.19,3.93,38,-34.07,-0.8965,0.8965
DJVN000014_1,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#3,灰木纹色麻面",ALL,UNKNOWN,C,T4B,16.42,8.83,38,-29.17,-0.7677,0.7677
DJVN000211_1,"US WIN 农舍餐边柜 一件一箱 颜色->#1,胡桃色元素DS66108农舍白元素DS6612",ALL,AMAZON,D,T4B,7.75,3.72,38,-34.28,-0.9021,0.9021
SFDJ503122_1,US SD 谷仓门双顶咖啡桌 一件一箱 颜色->浅橡木灰,ALL,TIKTOK,D,T4B,53.72,25.79,38,-12.21,-0.3214,0.3214
100103702,US DC 铁木床 CBF-02GL 方管铁木角落床带抽篮-113G TXL 白 一件一箱,ALL,AMAZON,D,T4B,6.64,3.19,37,-33.81,-0.9138,0.9138
DJ502512_2_WF,US AE 书柜 3抽屉 带插排小台款（大款） 颜色->黑色,ALL,UNKNOWN,C,T4B,60.42,29.00,37,-8.00,-0.2161,0.2161
DJ502919_5,US TA 双抽双顶咖啡桌 颜色->棕色+黑麻,ALL,AMAZON,C,T4B,18.40,9.36,37,-27.64,-0.7471,0.7471
DJ503171_4,US TA 双顶双抽带门咖啡桌 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,24.39,11.71,37,-25.29,-0.6835,0.6835
DJ503351_3,US SD L桌高桌带X字双抽  一件一箱 颜色->灰色989-3,ALL,UNKNOWN,B,T4B,21.26,10.20,37,-26.80,-0.7243,0.7243
DJ503416_1,US PT 美式四抽侧边置物床Q  一件两箱 颜色->黑色PU,ALL,AMAZON,B,T4B,52.48,21.41,37,-15.59,-0.4213,0.4213
DJ503905_1,US AG 高款板式三抽边桌 灯带+排插 一件一箱 颜色->黑色,ALL,UNKNOWN,A,T4B,69.89,33.55,37,-3.45,-0.0933,0.0933
DJ504027_6,EU DC 悬浮床BXF-01L 铁管全拆装无床头-93款 HQ 黑色 180*200 一件一箱,ALL,UNKNOWN,C,T4B,45.20,21.69,37,-15.31,-0.4137,0.4137
DJ504050_1,"US 床BJS-590T低阁楼床下6抽屉含灯带99*190 颜色->#1,白色铁+白色板",ALL,AMAZON,C,T4B,131.35,54.46,37,17.46,0.4718,0.4718
DJ504175_1,"US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->黑色,浮雕黑",ALL,WALMART,A,T4B,39.03,18.73,37,-18.27,-0.4937,0.4937
DJ504298_1,"US BF 储物柜 DT26 8抽凹槽无把手高柜一件一箱 颜色->#1,黑色麻面",ALL,UNKNOWN,A,T4B,57.81,23.25,37,-13.75,-0.3716,0.3716
DJ504348_2,"US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色->#20,黑色铁+浅咖色抽面",ALL,AMAZON,B,T3,117.28,108.30,37,71.30,1.9269,1.9269
DJ504365_1,EU KM 喷漆水槽柜60cm两抽金属底角 一箱一个 颜色->白色,ALL,UNKNOWN,C,T4B,60.91,29.24,37,-7.76,-0.2098,0.2098
DJ504475_1,US 床T-B737T拱形中间翻门水晶扣围栏含插盘灯带99*190 颜色白铁+粉色绒布+白板+白脚,ALL,AMAZON,C,T4B,31.11,14.94,37,-22.06,-0.5963,0.5963
DJ504705_2,"US UA 高款罗马柱床头柜带灯带插排 一件一箱 颜色->棕色,刀砍纹棕",ALL,AMAZON,C,T4B,22.95,11.01,37,-25.99,-0.7023,0.7023
DJ504777_3,US UA 窄款拱顶书柜 一件一箱 颜色->棕色G29024I,ALL,WALMART,B,T4B,13.93,6.69,37,-30.31,-0.8193,0.8193
DJ504937_2,EU AG 气杆软包床 圆弧掀盖靠背 双灯带 棉麻 1.4*2m 颜色->米白,ALL,AMAZON,C,T4B,24.24,13.03,37,-23.97,-0.6479,0.6479
DJ504986_1,US 梳妆台-VDQS-01轻奢风波浪板 一件一箱 颜色 木纹色,ALL,AMAZON,C,T4B,11.63,6.25,37,-30.75,-0.8310,0.8310
DJ505140_3,US SD L桌美式四抽四柜门高桌 一件两箱  颜色->I27014K木纹,ALL,AMAZON,C,T4B,11.29,5.42,37,-31.58,-0.8535,0.8535
DJ505174_4,"US UA DK-XZ03 L型铁木3抽弧形腿行政桌 一件两箱 颜色->#4,原木色",ALL,AMAZON,C,T4B,14.61,7.02,37,-29.98,-0.8104,0.8104
DJ505220_2,US DC 铁木床 BFH-01 方管X谷仓吊轨推拉门置物格款- 橡木灰-901 CK 一件两箱,ALL,AMAZON,C,T4B,30.18,15.36,37,-21.64,-0.5849,0.5849
DJ505244_1,"US UA DK-SR01 现代板式双人电脑桌 一件两箱 颜色->白色,白色+黑色",ALL,UNKNOWN,C,T4B,30.42,16.36,37,-20.64,-0.5580,0.5580
DJ505261_2,US VD 板式床 推拉谷仓门 4抽 Q款 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,19.86,9.53,37,-27.47,-0.7424,0.7424
DJ505267_3,"US 床RL-510F上床铁网+板下桌挂钩抽屉含插盘灯带137*190一件两箱 颜色->#3,黑铁+灰木纹板",ALL,UNKNOWN,B,T4B,41.88,22.52,37,-14.48,-0.3914,0.3914
DJ505464_1,"UK DC 悬浮床BXF-Q01 602 HQ 白色麻布+原木色 一件两箱135*190 尺码->S,135*190",ALL,AMAZON,C,T4B,25.97,13.97,37,-23.03,-0.6226,0.6226
DJ505496_1,US 床BJS-2408T拱形双开门含插盘灯带 99*190 一件一箱 颜色 粉色绒布+白板,ALL,AMAZON,B,T4B,50.62,25.76,37,-11.24,-0.3038,0.3038
DJ505516_5,EU BW 软包气动床BQQ-01 HQ 608 白色 一件两箱 160*200,ALL,AMAZON,C,T4B,24.36,11.69,37,-25.31,-0.6841,0.6841
DJ505570_2,US 床CY-303Q软包床头翻开床尾铝材四抽灯带153*203 一件一箱 颜色黑色PU+黑铁,ALL,TIKTOK,A,T4B,21.80,11.72,37,-25.28,-0.6832,0.6832
DJ505669_3,US YSY-694款 F尺寸14抽上床下桌带排插灯带 一件两箱 颜色->灰色,ALL,AMAZON,D,T4B,31.55,16.96,37,-20.04,-0.5416,0.5416
DJ505673_2,US RL-597款 F尺寸5抽上下床带桌子含灯带插排，带侧袋和桌边布袋 一件两箱 颜色->白色,ALL,AMAZON,D,T4B,33.50,18.01,37,-18.99,-0.5132,0.5132
DJ505770_2,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 白色 一件两箱,ALL,UNKNOWN,B,T4B,9.74,4.68,37,-32.32,-0.8736,0.8736
DJ503080_2,"US BF 书柜 金色铁腿+托盘含插盘（大款）加RGB灯带 一件一箱 颜色->#2,白色小麻",ALL,AMAZON,C,T4B,77.01,36.96,36,0.96,0.0268,0.0268
DJ503451_2,"EU KM 铁木带布抽升降可展开咖啡桌 一件一箱 颜色->灰色,浅灰色",ALL,UNKNOWN,C,T4B,76.32,31.14,36,-4.86,-0.1351,0.1351
DJ503451_4,EU KM 铁木带布抽升降可展开咖啡桌 颜色->黑色,ALL,AMAZON,C,T4B,38.04,15.52,36,-20.48,-0.5688,0.5688
DJ503855_1,US 带柜门抽屉美式书架 一件一箱 颜色->白黑,ALL,UNKNOWN,B,T4B,50.10,20.44,36,-15.56,-0.4322,0.4322
DJ503901_2,"US 床T-B704T前后围栏含插盘灯带99*190 颜色,2024-17粉色绒布+白色铁",ALL,AMAZON,B,T3,227.03,186.16,36,150.16,4.1711,4.1711
DJ504216_3,US HA 书桌 VT03 11抽铁木无纺布菱形格双列置物架款 颜色 粉色+粉皮,ALL,AMAZON,C,T4B,39.27,19.98,36,-16.02,-0.4450,0.4450
DJ504258_1,"US BF 书架  BC04 8抽7层双列书架（不可转角） 颜色->#3,黑色+黑pu",ALL,AMAZON,C,T4B,33.51,13.67,36,-22.33,-0.6203,0.6203
DJ504546_1,"US 床YL-544T布抽儿童床含灯带、含插盘99*190 颜色->#1,白色",ALL,UNKNOWN,A,T4B,98.23,52.81,36,16.81,0.4668,0.4668
DJ504596_3,US DC 高架床 LLB-01  YL 床+阅读角 T 尺寸 一件一箱 颜色->粉色,ALL,AMAZON,C,T4B,50.56,20.63,36,-15.37,-0.4270,0.4270
DJ504615,EU BW BSS-01 床头软包倾斜靠背+灯带+插排BD 灰色+火烧色 一件一箱 90*200,ALL,AMAZON,C,T4B,22.88,11.64,36,-24.36,-0.6767,0.6767
DJ504644_1,"EU KM 板式展示柜玻璃带灯 一箱一个 颜色->白色,麻面白",ALL,AMAZON,C,T4B,46.31,18.90,36,-17.10,-0.4751,0.4751
DJ504672_1,US TS11 板式六抽圆柱支撑顶电视柜带电视支架 颜色->黑色,ALL,UNKNOWN,C,T4B,18.01,9.68,36,-26.32,-0.7310,0.7310
DJ504676_2,"US UA 拱顶带灯狭缝柜 一件一箱 颜色->黄色,橡木黄",ALL,UNKNOWN,C,T4B,19.31,9.83,36,-26.17,-0.7270,0.7270
DJ504808_2,US AG 乡村风长虹玻璃LED书桌 一件一箱 颜色->灰色,ALL,AMAZON,C,T4B,19.06,9.15,36,-26.85,-0.7459,0.7459
DJ505099_3,"US 床GS-888T儿童双层床+集合绘本储物 含灯带、插排99*190 颜色->#3,粉色",ALL,AMAZON,B,T4B,15.18,6.19,36,-29.81,-0.8280,0.8280
DJ505257_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 Q款 一件两箱 颜色->黑色,ALL,TIKTOK,A,T4B,5.98,2.87,36,-33.13,-0.9203,0.9203
DJ505305_2,US 床YLS-017上F下F床4抽办公桌含插盘灯带一件两箱白铁+白山纹板+白色PU抽面,ALL,UNKNOWN,B,T4B,37.52,20.17,36,-15.83,-0.4397,0.4397
DJ505318_1,"US床T-B715Q床头置物软包床前后铝材灯带四抽含垫一件两箱152.5*203 颜色->#1,颜色黑色PU",ALL,UNKNOWN,A,T4B,16.86,6.88,36,-29.12,-0.8089,0.8089
DJ505428_3,EU BW 软包折叠储物气动床BQQ-03 ZY 95款 灰色 一件两箱140*200,ALL,AMAZON,C,T4B,5.09,2.45,36,-33.55,-0.9321,0.9321
DJ505483_2,US 1.2米双铁网门厨房置物架 一件一箱 颜色-> 颜色->复古白,ALL,AMAZON,C,T4B,24.58,11.80,36,-24.20,-0.6723,0.6723
DJ505558_3,"EU KM BF-RK01 软包基础靠背收纳款 单包装 尺码->XL,140*200;颜色->白色,pu-油腊皮纹",ALL,AMAZON,C,T4B,5.31,2.55,36,-33.45,-0.9291,0.9291
DJ505626_1,US ER BF-TM03 双层F+T儿童床 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,11.74,5.63,36,-30.37,-0.8435,0.8435
DJ505650_3,US SD 1.4米单人三抽U型腿电脑桌  一件一箱 颜色->白色大山纹零度,ALL,AMAZON,C,T4B,13.73,6.59,36,-29.41,-0.8169,0.8169
DJ505660_2,US 双抽农舍竖条高文件柜 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,23.32,12.54,36,-23.46,-0.6518,0.6518
DJ505663_2,"EU KM BF-RX03 带床头悬浮床 双包装 尺码->XXXL,180*200;颜色->灰色,亚麻灰",ALL,AMAZON,C,T4B,9.74,4.68,36,-31.32,-0.8701,0.8701
DJVN000014_3,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#2,黑色麻面",ALL,TEMU,C,T4B,34.70,14.16,36,-21.84,-0.6066,0.6066
DJVN000056_2,US SD 1.7米X字三抽L桌 一件一箱 颜色 颜色->棕色（顶）+白,ALL,AMAZON,C,T3,175.13,157.62,36,121.62,3.3782,3.3782
DJVN000176_1,"US WIN 原木格栅换鞋凳+2门2抽款 一件一箱 颜色->#2,Joyful: J8130-7V 3DPM7",ALL,AMAZON,D,T4B,32.33,15.52,36,-20.48,-0.5689,0.5689
DJ502952_1,US SD 23款L桌高桌 一件一箱 颜色->黑色,ALL,TEMU,A,T4B,23.63,12.70,35,-22.30,-0.6370,0.6370
DJ503411_3,EU KM 铁木圆形升降咖啡桌 颜色->白色,ALL,TEMU,C,T4B,6.64,3.19,35,-31.81,-0.9089,0.9089
DJ503537_1,US SD 1.4米游戏桌 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,30.49,12.44,35,-22.56,-0.6446,0.6446
DJ503835_2,US SD L桌高桌带洞洞铁皮带排插（小尺寸版）  一件一箱 颜色->白色,ALL,AMAZON,C,T4B,54.14,22.09,35,-12.91,-0.3689,0.3689
DJ504048_3,EU DC气动床BQD-01床头两层+灯带+插排HQ603灰色麻布+火烧色 一件两箱140*200,ALL,AMAZON,C,T4B,37.46,19.06,35,-15.94,-0.4555,0.4555
DJ504194_2,"US AG 收纳储物书桌 K字玻璃灯带柜门 LED镜门 凳子 一件一箱 尺码->#2,仿古橡木",ALL,AMAZON,C,T4B,56.77,27.25,35,-7.75,-0.2214,0.2214
DJ504259_2,US SD 2.4米双人八抽电脑桌  一件一箱 颜色->黑色,ALL,UNKNOWN,B,T4B,36.70,18.67,35,-16.33,-0.4664,0.4664
DJ504345_4,EU BW铁木床LIWS-02 高床头储物+倾斜靠背+灯带插排 ZY火烧色一件一箱 140*200,ALL,AMAZON,C,T4B,28.25,11.53,35,-23.47,-0.6706,0.6706
DJ504348_4,US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色粉铁+粉麻板+PU粉抽面,ALL,AMAZON,C,T4B,35.21,16.90,35,-18.10,-0.5172,0.5172
DJ504762_4,US SD T字双人桌 一件一箱  颜色->碳纤维黑色,ALL,AMAZON,C,T4B,47.63,22.87,35,-12.13,-0.3467,0.3467
DJ504809_2,"US VD33 书桌 大镜子7抽波浪纹抽面透明玻璃门 一件一箱 颜色->#1,原木色",ALL,AMAZON,C,T4B,10.80,5.49,35,-29.51,-0.8431,0.8431
DJ504915_2,EU DC LED木质镜柜三开门内开 HYC 90*16*60 白色 一件一箱,ALL,AMAZON,C,T4B,51.34,24.64,35,-10.36,-0.2959,0.2959
DJ505168_3,"US 594款 T尺寸上床下桌8抽带灯带插排 一件一箱,箱规不超49kg 颜色->灰色",ALL,WALMART,A,T4B,65.87,31.62,35,-3.38,-0.0967,0.0967
DJ505316_1,US BF VD19 书桌 铁木开门灯带镜子首饰玻璃门带凳子 一件一箱 颜色->白色,ALL,UNKNOWN,C,T4B,9.96,4.78,35,-30.22,-0.8633,0.8633
DJ505329_4,US ER DK-TM01 双侧储物行政电脑桌 一件两箱 颜色->#4 大理石色+黑麻,ALL,AMAZON,D,T4B,15.28,7.33,35,-27.67,-0.7904,0.7904
DJ505369_1,EU AG软包床 绒布四抽 1灯带 欧标3U+1T插排 1.6*2m 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,17.71,9.52,35,-25.48,-0.7279,0.7279
DJ505665_2,"EU AD BF-TG03 铁木软包内侧大布抽拐角床 双包装 尺码->M,90*200;颜色->灰色,亚麻灰",ALL,AMAZON,C,T4B,6.42,3.08,35,-31.92,-0.9120,0.9120
DJ505695_2,US YSY-599款 F尺寸上床下书架含灯带插排含床侧挂袋 一件两箱 颜色->白色,ALL,AMAZON,B,T4B,23.25,11.16,35,-23.84,-0.6811,0.6811
DJ505825_1,US DC 铁木床 BCR-01 圆角软包翻门款- 2376G  白色  F 一件两箱,ALL,AMAZON,D,T4B,5.54,2.66,35,-32.34,-0.9241,0.9241
DJ505848_2,US YSY-696款 T尺寸上下铺4抽长桌面带灯带插排 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,10.41,4.99,35,-30.01,-0.8573,0.8573
DJ505852_2,US RL-R170款上T下F上下铺4抽长桌面带灯带排插 一件两箱 颜色->白色,ALL,AMAZON,D,T4B,8.64,4.14,35,-30.86,-0.8816,0.8816
DJVN000057_3,US SD 1.4米单人X字三抽电脑桌 一件一箱 颜色->象牙灰,ALL,AMAZON,C,T4B,49.22,23.63,35,-11.37,-0.3249,0.3249
SKDJ503450_1,"EU KM 板式L型桌腿升降可展开咖啡桌 颜色->白色,麻面白",ALL,TIKTOK,C,T4B,10.22,5.20,35,-29.80,-0.8515,0.8515
DJ487481_2,"EU MS 猫爬架 单勺两房 90MM 一件一箱 颜色->#1,浅灰+白麻",ALL,AMAZON,C,T4B,73.49,35.28,34,1.28,0.0376,0.0376
DJ502512_1_WF,US AE 书柜 3抽屉 带插排小台款（大款） 颜色->白色,ALL,UNKNOWN,C,T4B,38.64,15.76,34,-18.24,-0.5364,0.5364
DJ502552_1,US TP 书桌 2小3大抽屉3折1大2小方镜 带插排 USB灯泡串（拆装） 颜色->白色,ALL,TIKTOK,C,T4B,14.15,7.61,34,-26.39,-0.7763,0.7763
DJ502919_2,US TA 双抽双顶咖啡桌 颜色->黑麻,ALL,TEMU,B,T4B,35.54,19.11,34,-14.89,-0.4381,0.4381
DJ503450_1,"EU KM 板式L型桌腿升降可展开咖啡桌 颜色->白色,麻面白",ALL,AMAZON,C,T4B,59.61,28.61,34,-5.39,-0.1584,0.1584
DJ503514_2,EU MS 猫爬架3顶窝585增配版 一件一箱 颜色->深灰色,ALL,AMAZON,C,T4B,33.86,16.25,34,-17.75,-0.5220,0.5220
DJ503685_2,US 1米双抽高文件柜 一件一箱 颜色->火烧云X字,ALL,UNKNOWN,B,T4B,37.14,17.83,34,-16.17,-0.4756,0.4756
DJ503733_3,US DC 铁木床 CBF-01L 方管软包角落床带抽篮-112 灰 F 一件一箱,ALL,UNKNOWN,A,T4B,39.03,15.92,34,-18.08,-0.5317,0.5317
DJ503839_2,US DC 软包床 HQ112 三圈灯四抽2085款 Q尺寸 PU 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,35.77,14.59,34,-19.41,-0.5707,0.5707
DJ503897_1,US DC 铁木床 BFH-01 方管X谷仓吊轨推拉门置物格款-胡桃白 901 T 一件一箱,ALL,AMAZON,C,T4B,61.44,25.07,34,-8.93,-0.2627,0.2627
DJ503955_2,US 美式角落桌带抽屉 一件一箱 颜色->灰色,ALL,WALMART,B,T4B,15.59,6.36,34,-27.64,-0.8129,0.8129
DJ504024_1,US 1.2米四抽L桌  一件一箱 颜色->火烧云,ALL,UNKNOWN,B,T4B,29.46,14.99,34,-19.01,-0.5592,0.5592
DJ504034_1,"US 床T-B2355T皇冠灯带99*190 颜色->#1,TX-001米白+粉2024-17绒布+黑色铁",ALL,UNKNOWN,B,T4B,29.26,11.94,34,-22.06,-0.6488,0.6488
DJ504265,US UA 天鹅绒软包床 一件一箱 米白色软包+白色铁架  T尺寸,ALL,AMAZON,C,T4B,26.87,12.14,34,-21.86,-0.6430,0.6430
DJ504309_3,EU BW铁木床DIW-02 床头一层板+几何造型+灯带插排 ZY 火烧色 一件一箱 140*190,ALL,AMAZON,C,T4B,48.49,24.67,34,-9.33,-0.2743,0.2743
DJ504317_1,"US UA一型行政电脑桌 一件一箱 麻面黑+胡桃色 颜色->#1,麻面黑+胡桃色",ALL,UNKNOWN,C,T4B,24.93,12.69,34,-21.31,-0.6269,0.6269
DJ504408_1,"EU KM 80cm4门餐边柜 双包 颜色->白色,麻面白",ALL,UNKNOWN,C,T4B,30.53,15.53,34,-18.47,-0.5431,0.5431
DJ504622_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 T款 一件一箱 颜色->黑色,ALL,UNKNOWN,B,T4B,24.31,13.07,34,-20.93,-0.6157,0.6157
DJ504799_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 K款 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,22.22,10.67,34,-23.33,-0.6863,0.6863
DJ505052_2,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ黑色pu+黑色一件一箱120*200,ALL,AMAZON,C,T4B,39.31,21.13,34,-12.87,-0.3785,0.3785
DJ505069_3,US AG 高架布抽角落床 F 一件一箱 颜色->粉色,ALL,UNKNOWN,C,T4B,9.93,5.34,34,-28.66,-0.8430,0.8430
DJ505138_3,US SD 1.8米三抽L桌带双柜门 一件两箱 颜色->I27014K木纹,ALL,AMAZON,C,T4B,30.75,16.53,34,-17.47,-0.5138,0.5138
DJ505160_1,US DC 高架床 BB-01  YL 双床L桌款 TXL+T  一件两箱 颜色->黑色,ALL,WALMART,B,T4B,27.51,13.20,34,-20.80,-0.6117,0.6117
DJ505208_1,US DC 高架床 BB-02  YL 上T下F 二抽层架款   一件两箱 颜色->黑色,ALL,UNKNOWN,B,T4B,37.37,17.94,34,-16.06,-0.4725,0.4725
DJ505226_3,US 595款 F尺寸上床下桌6抽U形桌面带灯带插排 一件两箱 颜色->灰色,ALL,TIKTOK,A,T4B,6.81,3.66,34,-30.34,-0.8922,0.8922
DJ505241_2,US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱白铁+白板+白布,ALL,UNKNOWN,C,T4B,31.15,16.75,34,-17.25,-0.5074,0.5074
DJ505294_1,US 洞洞板升降L桌带柜体 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,26.04,10.63,34,-23.37,-0.6874,0.6874
DJ505316_1,US BF VD19 书桌 铁木开门灯带镜子首饰玻璃门带凳子 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,20.59,9.89,34,-24.11,-0.7092,0.7092
DJ505397_1,EU DC 铁木床 CBF-11L 方管铁木角落床带抽篮-138G 黑 90×190 一件两箱,ALL,AMAZON,C,T4B,23.00,12.36,34,-21.64,-0.6364,0.6364
DJ505437_1,US DC 现代农舍 BFMH-01床下六抽屉 Q 黑色 一件两箱,ALL,AMAZON,C,T4B,2.66,1.27,34,-32.73,-0.9625,0.9625
DJ505598_3,US 床GSI-004T上下双层床带侧边办公桌床含插盘灯带99*190 一件两箱 颜色白铁+白山纹板,ALL,AMAZON,C,T4B,42.51,21.63,34,-12.37,-0.3638,0.3638
DJ505616_2,"EU KM BF GY03 靠背储物+开放格+尾抽液压床 尺码->XL,140*200;颜色->灰色,亚麻灰",ALL,AMAZON,C,T4B,3.99,1.91,34,-32.09,-0.9437,0.9437
DJ505936_2,"UK KM  BF RY02 床头拼板液压床 双包 尺码->XL,135*190;颜色->灰色,亚麻-灰",ALL,AMAZON,C,T4B,21.26,10.20,34,-23.80,-0.6999,0.6999
DJ478945_1,"US TP 折叠餐桌 方形玄关桌  一件一箱  颜色->#1,栗木+铁灰",ALL,AMAZON,C,T4B,34.71,12.09,33,-20.91,-0.6336,0.6336
DJ503347_4,US SD 1.5米单人桌三抽  一件一箱 颜色->顶棕+主体白,ALL,AMAZON,C,T4B,22.30,11.35,33,-21.65,-0.6562,0.6562
DJ503351_3,US SD L桌高桌带X字双抽  一件一箱 颜色->灰色989-3,ALL,WALMART,B,T4B,36.88,19.83,33,-13.17,-0.3992,0.3992
DJ503468_1,US  DC 高柜HC-03 3抽3空格 门板铣型 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,59.03,24.08,33,-8.92,-0.2702,0.2702
DJ504178_1,EU AG JYH208 棉麻软包气杆床 三灯带 140*200cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,B,T4B,38.91,20.92,33,-12.08,-0.3661,0.3661
DJ504270_2,EU AG JYH210 棉麻软包气杆床 靠背2档调节 双灯带 140*200cm 一件两箱 颜色->米白,ALL,UNKNOWN,C,T4B,17.55,8.93,33,-24.07,-0.7294,0.7294
DJ504317_2,"US UA一型行政电脑桌 一件一箱 麻面黑+灰色 颜色->#2,麻面黑+灰色",ALL,AMAZON,C,T4B,36.66,17.60,33,-15.40,-0.4667,0.4667
DJ504982_1,US VD 低高架床 侧步梯 渐变色9布抽 书报架 拱形板 T 一件一箱 颜色->白色,ALL,UNKNOWN,C,T4B,19.98,9.59,33,-23.41,-0.7094,0.7094
DJ505051_7,"EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ 白色+原木色 一件一箱,90*190",ALL,AMAZON,C,T4A,86.23,42.41,33,9.41,0.2853,0.2853
DJ505166_2,"US HA 书桌 VT10 小款异型加高梳妆台玻璃柜（含储物凳）+七彩流光灯+插座 颜色->#2,白色麻面",ALL,AMAZON,C,T4B,24.34,12.38,33,-20.62,-0.6247,0.6247
DJ505193_3,US AG 折叠储物沙发床架 左右互换+无纺布抽 T 一件两箱 颜色->火烧云,ALL,UNKNOWN,B,T4B,35.12,17.87,33,-15.13,-0.4584,0.4584
DJ505196_3,US 床YL545 F板式5抽布抽床+集成书柜 一件两箱  颜色->#2黑铁+灰板,ALL,AMAZON,B,T4B,38.39,15.66,33,-17.34,-0.5253,0.5253
DJ505241_3,US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱粉铁+粉板+粉布,ALL,AMAZON,C,T4B,21.02,10.70,33,-22.31,-0.6759,0.6759
DJ505245_1,"US UA DK-XZ01 板式原木L型行政桌 一件两箱 颜色->#1,年轮橡木",ALL,AMAZON,C,T4B,27.95,13.42,33,-19.58,-0.5934,0.5934
DJ505262_1,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,45.02,22.91,33,-10.09,-0.3059,0.3059
